Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000270566	ENST00000603332	IGHV3-19	HG1592_PATCH	106663037	106663327
ENSG00000270925	ENST00000605132	IGHV3-22	HG1592_PATCH	106724099	106724560
ENSG00000270428	ENST00000605776	IGHVII-22-1	HG1592_PATCH	106729699	106729963
ENSG00000271446	ENST00000605343	IGHVIII-22-2	HG1592_PATCH	106731025	106731052
ENSG00000271403	ENST00000604637	HOMER2P2	HG1592_PATCH	106753148	106753994
ENSG00000270596	ENST00000604944	IGHV3-25	HG1592_PATCH	106755366	106755816
ENSG00000271193	ENST00000604874	IGHVIII-25-1	HG1592_PATCH	106759905	106760145
ENSG00000270649	ENST00000603366	IGHVIII-26-1	HG1592_PATCH	106775754	106776003
ENSG00000271221	ENST00000605581	IGHVII-26-2	HG1592_PATCH	106780988	106781312
ENSG00000270819	ENST00000604861	IGHV7-27	HG1592_PATCH	106784160	106784573
ENSG00000270474	ENST00000604817	IGHV3-29	HG1592_PATCH	106797453	106797889
ENSG00000271539	ENST00000603987	IGHVII-30-1	HG1592_PATCH	106809061	106809292
ENSG00000271050	ENST00000605731	IGHV3-30-2	HG1592_PATCH	106810732	106811170
ENSG00000270468	ENST00000603686	IGHVII-31-1	HG1592_PATCH	106821009	106821045
ENSG00000270439	ENST00000603253	IGHV3-32	HG1592_PATCH	106822502	106822928
ENSG00000271520	ENST00000605306	IGHVII-33-1	HG1592_PATCH	106833722	106834001
ENSG00000271176	ENST00000604923	IGHV3-33-2	HG1592_PATCH	106835444	106835883
ENSG00000270958	ENST00000604413	IGHV7-34-1	HG1592_PATCH	106843637	106844070
ENSG00000270227	ENST00000603179	IGHV3-36	HG1592_PATCH	106859111	106859568
ENSG00000270341	ENST00000605267	IGHV3-37	HG1592_PATCH	106863013	106863451
ENSG00000270250	ENST00000605451	IGHVIII-38-1	HG1592_PATCH	106884362	106884415
ENSG00000271592	ENST00000605684	IGHV7-40	HG1592_PATCH	106891702	106891900
ENSG00000271004	ENST00000604205	AB019438.66	HG1592_PATCH	106902752	106902892
ENSG00000270465	ENST00000604661	IGHVII-40-1	HG1592_PATCH	106907287	106907344
ENSG00000270559	ENST00000603740	HOMER2P1	HG1592_PATCH	106926429	106927392
ENSG00000270529	ENST00000604455	IGHV3-42	HG1592_PATCH	106929595	106929895
ENSG00000270197	ENST00000603455	IGHVIII-44	HG1592_PATCH	106944557	106944730
ENSG00000271295	ENST00000605699	IGHVIV-44-1	HG1592_PATCH	106955682	106956093
ENSG00000270613	ENST00000605446	IGHVII-44-2	HG1592_PATCH	106960471	106960720
ENSG00000270309	ENST00000605403	IGHVII-46-1	HG1592_PATCH	106982155	106982191
ENSG00000270572	ENST00000605541	IGHV3-47	HG1592_PATCH	106984919	106985364
ENSG00000270476	ENST00000603470	IGHVIII-47-1	HG1592_PATCH	106997478	106997808
ENSG00000271300	ENST00000603792	IGHVII-49-1	HG1592_PATCH	107030712	107030935
ENSG00000270939	ENST00000605406	IGHV3-50	HG1592_PATCH	107032454	107032892
ENSG00000270208	ENST00000605033	IGHVIII-51-1	HG1592_PATCH	107049843	107050144
ENSG00000270463	ENST00000604454	IGHVII-51-2	HG1592_PATCH	107051055	107051313
ENSG00000271448	ENST00000605158	IGHV3-52	HG1592_PATCH	107052713	107053163
ENSG00000271692	ENST00000604487	IGHVII-53-1	HG1592_PATCH	107066007	107066261
ENSG00000271504	ENST00000605095	IGHV4-55	HG1592_PATCH	107072438	107072888
ENSG00000271294	ENST00000603956	IGHV7-56	HG1592_PATCH	107076099	107076533
ENSG00000270841	ENST00000603697	IGHV3-57	HG1592_PATCH	107085231	107085510
ENSG00000270684	ENST00000605052	IGHV3-60	HG1592_PATCH	107097534	107097990
ENSG00000271416	ENST00000603471	IGHVII-60-1	HG1592_PATCH	107104055	107104310
ENSG00000270284	ENST00000604809	IGHV3-62	HG1592_PATCH	107109479	107109922
ENSG00000271575	ENST00000604320	IGHVII-62-1	HG1592_PATCH	107116888	107117122
ENSG00000270436	ENST00000604109	IGHV3-63	HG1592_PATCH	107118574	107119018
ENSG00000270489	ENST00000604374	IGHV3-65	HG1592_PATCH	107132429	107132869
ENSG00000270291	ENST00000604163	IGHVII-65-1	HG1592_PATCH	107138134	107138381
ENSG00000271289	ENST00000604573	IGHV1-67	HG1592_PATCH	107146940	107147379
ENSG00000271422	ENST00000603390	SLC20A1P1	HG1592_PATCH	107149732	107150687
ENSG00000271082	ENST00000603035	IGHVII-67-1	HG1592_PATCH	107152854	107152899
ENSG00000271331	ENST00000603339	IGHVIII-67-2	HG1592_PATCH	107153450	107153537
ENSG00000270201	ENST00000603056	IGHVIII-67-3	HG1592_PATCH	107158994	107159225
ENSG00000271548	ENST00000604671	IGHVIII-67-4	HG1592_PATCH	107161439	107161734
ENSG00000270530	ENST00000604331	IGHV1-68	HG1592_PATCH	107170189	107170483
ENSG00000271060	ENST00000603778	IGHV3-71	HG1592_PATCH	107241494	107241955
ENSG00000270717	ENST00000604644	IGHVII-74-1	HG1592_PATCH	107287511	107287751
ENSG00000270215	ENST00000605808	IGHV3-75	HG1592_PATCH	107290024	107290484
ENSG00000270551	ENST00000603751	IGHV3-76	HG1592_PATCH	107294206	107294500
ENSG00000270693	ENST00000605524	IGHVIII-76-1	HG1592_PATCH	107298104	107298389
ENSG00000270254	ENST00000605119	IGHV5-78	HG1592_PATCH	107317460	107317754
ENSG00000268921	ENST00000596316	RP3-393P12.1	HG1436_HG1432_PATCH	47636226	47638096
ENSG00000268625	ENST00000599502	WASF4P	HG1436_HG1432_PATCH	47657325	47664188
ENSG00000268625	ENST00000596429	WASF4P	HG1436_HG1432_PATCH	47657325	47664188
ENSG00000269123	ENST00000594420	RPL7P57	HG1436_HG1432_PATCH	47700362	47701101
ENSG00000270803	ENST00000604353	CTD-2522E6.4	HG29_PATCH	47016073	47017634
ENSG00000270267	ENST00000604128	AC012314.19	HG1079_PATCH	54712346	54712672
ENSG00000270592	ENST00000603086	AC010492.2	HG1079_PATCH	54732290	54733467
ENSG00000270471	ENST00000604784	AC010492.4	HG1079_PATCH	54749355	54750576
ENSG00000270908	ENST00000605435	AC098789.1	HG1079_PATCH	54771258	54772296
ENSG00000271246	ENST00000605567	AC010492.5	HG1079_PATCH	54771259	54772299
ENSG00000270785	ENST00000603765	AC010518.3	HG1079_PATCH	54797303	54797620
ENSG00000271489	ENST00000605064	AC008984.5	HG1079_PATCH	54801359	54802068
ENSG00000271126	ENST00000604090	AC008984.7	HG1079_PATCH	54805012	54809280
ENSG00000270338	ENST00000605767	VN1R104P	HG1079_PATCH	54823458	54824466
ENSG00000271229	ENST00000605037	AC008984.6	HG1079_PATCH	54831526	54834688
ENSG00000271037	ENST00000605475	AC008746.10	HG1079_PATCH	54882743	54883214
ENSG00000270238	ENST00000604602	AC008746.5	HG1079_PATCH	54950084	54950301
ENSG00000271030	ENST00000603155	AC008746.9	HG1079_PATCH	55024977	55025285
ENSG00000270687	ENST00000605827	AC009892.2	HG1079_PATCH	55055224	55055510
ENSG00000270217	ENST00000604153	AC009892.5	HG1079_PATCH	55111124	55111630
ENSG00000271487	ENST00000603638	VN1R105P	HG1079_PATCH	55151198	55152107
ENSG00000271247	ENST00000603880	AC009892.9	HG1079_PATCH	55155339	55155484
ENSG00000270534	ENST00000603983	AC011515.2	HG1079_PATCH	55174485	55175845
ENSG00000270319	ENST00000605622	LILRP1	HG1079_PATCH	55199858	55204159
ENSG00000270247	ENST00000605019	AC098784.1	HG1079_PATCH	55207206	55207489
ENSG00000271516	ENST00000605768	LILRP2	HG1079_PATCH	55211170	55216707
ENSG00000271516	ENST00000603348	LILRP2	HG1079_PATCH	55211170	55216707
ENSG00000270645	ENST00000604676	KIR2DP1	HG1079_PATCH	55258277	55270625
ENSG00000270481	ENST00000605628	KIR3DP1	HG1079_PATCH	55289610	55293573
ENSG00000269642	ENST00000599931	KIR2DS4	HG1079_PATCH	55335931	55351824
ENSG00000269642	ENST00000593676	KIR2DS4	HG1079_PATCH	55335931	55351824
ENSG00000271279	ENST00000604013	CTC-550B14.1	HG1079_PATCH	55477072	55477672
ENSG00000269673	ENST00000601554	SSX6	HG1436_HG1432_PATCH	47967381	47980085
ENSG00000269673	ENST00000600939	SSX6	HG1436_HG1432_PATCH	47967381	47980085
ENSG00000269673	ENST00000594102	SSX6	HG1436_HG1432_PATCH	47967381	47980085
ENSG00000269673	ENST00000595025	SSX6	HG1436_HG1432_PATCH	47967381	47980085
ENSG00000268082	ENST00000597763	RP11-38O23.3	HG1436_HG1432_PATCH	47995057	47995558
ENSG00000269287	ENST00000599623	RP11-38O23.4	HG1436_HG1432_PATCH	48013267	48015340
ENSG00000269632	ENST00000594352	SSXP3	HG1436_HG1432_PATCH	48015766	48025749
ENSG00000268092	ENST00000595795	RP11-38O23.7	HG1436_HG1432_PATCH	48037130	48037422
ENSG00000267999	ENST00000594495	RP11-552E4.2	HG1436_HG1432_PATCH	48056620	48058830
ENSG00000269567	ENST00000596868	RP11-552E4.3	HG1436_HG1432_PATCH	48072190	48077409
ENSG00000269567	ENST00000597241	RP11-552E4.3	HG1436_HG1432_PATCH	48072190	48077409
ENSG00000268962	ENST00000596790	RP11-552E4.4	HG1436_HG1432_PATCH	48088232	48088358
ENSG00000268118	ENST00000594888	RP11-552E4.5	HG1436_HG1432_PATCH	48104293	48105144
ENSG00000269561	ENST00000598171	RP11-344N17.2	HG1436_HG1432_PATCH	48134303	48134446
ENSG00000268124	ENST00000596618	RP11-344N17.3	HG1436_HG1432_PATCH	48136103	48136977
ENSG00000269683	ENST00000601269	RP11-344N17.11	HG1436_HG1432_PATCH	48138822	48141191
ENSG00000269306	ENST00000600668	SSX9	HG1436_HG1432_PATCH	48156215	48165578
ENSG00000269306	ENST00000598348	SSX9	HG1436_HG1432_PATCH	48156215	48165578
ENSG00000269306	ENST00000609213	SSX9	HG1436_HG1432_PATCH	48156215	48165578
ENSG00000268022	ENST00000599383	RP11-344N17.6	HG1436_HG1432_PATCH	48166168	48168454
ENSG00000268793	ENST00000598954	SSXP9	HG1436_HG1432_PATCH	48181748	48186082
ENSG00000270603	ENST00000603625	RP11-344N17.15	HG1436_HG1432_PATCH	48196298	48196568
ENSG00000268917	ENST00000595664	RP11-344N17.9	HG1436_HG1432_PATCH	48216524	48218894
ENSG00000269144	ENST00000601894	RP11-344N17.13	HG1436_HG1432_PATCH	48231304	48231494
ENSG00000268611	ENST00000601698	AF196972.10	HG1436_HG1432_PATCH	48282741	48282867
ENSG00000268197	ENST00000595657	AF196972.3	HG1436_HG1432_PATCH	48292600	48301018
ENSG00000267887	ENST00000597031	AF196972.4	HG1436_HG1432_PATCH	48306292	48308278
ENSG00000268771	ENST00000597387	MRPL32P1	HG1436_HG1432_PATCH	48442492	48442738
ENSG00000268487	ENST00000595674	VN1R110P	HG1436_HG1432_PATCH	48495564	48496534
ENSG00000268937	ENST00000596642	AC115617.2	HG1436_HG1432_PATCH	48635392	48636369
ENSG00000268418	ENST00000598941	AC233300.1	HG1436_HG1432_PATCH	48799391	48800207
ENSG00000267997	ENST00000600564	HSPB1P2	HG1436_HG1432_PATCH	49093355	49093900
ENSG00000268004	ENST00000602270	VDAC1P2	HG1436_HG1432_PATCH	49441899	49442748
ENSG00000268185	ENST00000595540	SALL1P1	HG1436_HG1432_PATCH	49474243	49478079
ENSG00000265540	ENST00000584933	HIST2H2BA	HG1292_PATCH	121650833	121659880
ENSG00000265540	ENST00000578378	HIST2H2BA	HG1292_PATCH	121650833	121659880
ENSG00000269744	ENST00000600954	FABP5P15	HG1426_PATCH	76988821	76989034
ENSG00000269803	ENST00000602364	RP5-1000K24.2	HG1426_PATCH	77171695	77225844
ENSG00000269803	ENST00000600192	RP5-1000K24.2	HG1426_PATCH	77171695	77225844
ENSG00000269346	ENST00000596324	FNDC3CP	HG1426_PATCH	77426650	77433376
ENSG00000272151	ENST00000606443	RP11-526K21.2	HG1074_PATCH	51117659	51117988
ENSG00000272245	ENST00000607301	RP11-324H6.5	HG1074_PATCH	51229228	51275849
ENSG00000272245	ENST00000606075	RP11-324H6.5	HG1074_PATCH	51229228	51275849
ENSG00000272228	ENST00000607563	SLC9A3P3	HG1074_PATCH	51233181	51235409
ENSG00000268425	ENST00000593505	AF238380.8	HG1436_HG1432_PATCH	49721019	49721761
ENSG00000268481	ENST00000599372	PYY3	HG1436_HG1432_PATCH	49965558	49965770
ENSG00000272433	ENST00000606508	HMGN2P21	HG953_PATCH	71030289	71030558
ENSG00000272095	ENST00000606051	AC007395.4	HG953_PATCH	71037930	71038606
ENSG00000272111	ENST00000606607	TCEB1P21	HG953_PATCH	71183030	71183365
ENSG00000271942	ENST00000607167	OR7E91P	HG953_PATCH	71256159	71257024
ENSG00000273260	ENST00000609501	Z95704.3	HG174_HG254_PATCH	105959	107114
ENSG00000272867	ENST00000609246	RP11-1365D11.1	HG174_HG254_PATCH	201409	205009
ENSG00000273422	ENST00000608608	ZNF876P	HG174_HG254_PATCH	212610	255985
ENSG00000273422	ENST00000608712	ZNF876P	HG174_HG254_PATCH	212610	255985
ENSG00000272557	ENST00000608873	RP11-478C6.6	HG174_HG254_PATCH	268982	269531
ENSG00000273465	ENST00000608238	RP11-478C6.5	HG174_HG254_PATCH	269866	270175
ENSG00000273278	ENST00000610097	RP11-478C6.1	HG174_HG254_PATCH	336258	336786
ENSG00000272978	ENST00000608188	RP11-478C6.2	HG174_HG254_PATCH	338097	338583
ENSG00000272637	ENST00000609648	RP11-478C6.4	HG174_HG254_PATCH	342821	342962
ENSG00000272570	ENST00000609901	RP11-2H3.2	HG174_HG254_PATCH	393534	393658
ENSG00000273195	ENST00000608687	ABCA11P	HG174_HG254_PATCH	425435	474129
ENSG00000273195	ENST00000608054	ABCA11P	HG174_HG254_PATCH	425435	474129
ENSG00000273195	ENST00000608292	ABCA11P	HG174_HG254_PATCH	425435	474129
ENSG00000273195	ENST00000608821	ABCA11P	HG174_HG254_PATCH	425435	474129
ENSG00000265723	ENST00000585117	HIST2H3DP1	HG1292_PATCH	121660818	121661233
ENSG00000264335	ENST00000578445	RP11-439A17.5	HG1292_PATCH	121684674	121685061
ENSG00000266659	ENST00000579182	SRGAP2C	HG1292_PATCH	121907886	121930711
ENSG00000266659	ENST00000577205	SRGAP2C	HG1292_PATCH	121907886	121930711
ENSG00000264938	ENST00000582460	RP11-344P13.3	HG1292_PATCH	122044967	122046514
ENSG00000265305	ENST00000579229	EMBP1	HG1292_PATCH	122061968	122111416
ENSG00000273332	ENST00000609138	PCDHA14	HG1082_HG167_PATCH	140240860	140243104
ENSG00000273332	ENST00000609269	PCDHA14	HG1082_HG167_PATCH	140240860	140243104
ENSG00000273475	ENST00000608734	LDHAL6FP	HG193_PATCH	157620179	157621260
ENSG00000273206	ENST00000608101	RP5-933K21.2	HG193_PATCH	157687124	157688057
ENSG00000272587	ENST00000609989	PCDHB9	HG1082_HG167_PATCH	140566904	140571123
ENSG00000273067	ENST00000610035	PCDHB18	HG1082_HG167_PATCH	140613951	140617114
ENSG00000273067	ENST00000608557	PCDHB18	HG1082_HG167_PATCH	140613951	140617114
ENSG00000273468	ENST00000608681	PCDHB19P	HG1082_HG167_PATCH	140619535	140621881
ENSG00000272725	ENST00000609954	RP11-667F9.1	HG444_PATCH	64990542	65019657
ENSG00000272959	ENST00000608119	RP13-157F18.2	HG444_PATCH	65081990	65084127
ENSG00000273140	ENST00000610151	CCT6P1	HG444_PATCH	65216055	65228267
ENSG00000273140	ENST00000608196	CCT6P1	HG444_PATCH	65216055	65228267
ENSG00000273140	ENST00000608599	CCT6P1	HG444_PATCH	65216055	65228267
ENSG00000273161	ENST00000610173	RP11-479O9.2	HG444_PATCH	65238533	65266980
ENSG00000273410	ENST00000608675	RP11-169K19.1	HG979_PATCH	117579602	117580247
ENSG00000268828	ENST00000597750	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000598308	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000606254	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000593543	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000594961	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000595716	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000594616	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000601914	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000597165	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000600696	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000600678	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000600028	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000268828	ENST00000593733	LEPREL2	HG344_PATCH	6937572	6949018
ENSG00000269627	ENST00000598266	RPL5P30	HG122_PATCH	118431405	118432295
ENSG00000268766	ENST00000598045	AP002954.6	HG122_PATCH	118558754	118561315
ENSG00000264096	ENST00000582924	PDLIM1P2	HG987_PATCH	21348145	21348751
ENSG00000261142	ENST00000568122	RPL21P120	HG987_PATCH	21407870	21408371
ENSG00000263867	ENST00000582144	RP11-822E23.3	HG987_PATCH	21455821	21456023
ENSG00000273441	ENST00000564936	RP11-822E23.6	HG987_PATCH	21469881	21477829
ENSG00000273441	ENST00000608570	RP11-822E23.6	HG987_PATCH	21469881	21477829
ENSG00000265620	ENST00000579397	RP11-822E23.4	HG987_PATCH	21477082	21477385
ENSG00000265153	ENST00000580046	RP11-822E23.5	HG987_PATCH	21496106	21497492
ENSG00000260157	ENST00000562547	NCOR1P2	HG987_PATCH	21536037	21544675
ENSG00000260839	ENST00000564425	AC144838.3	HG987_PATCH	21559155	21560945
ENSG00000264795	ENST00000578817	AC144838.2	HG987_PATCH	21752643	21752811
ENSG00000271510	ENST00000605625	RPL17P42	HG385_PATCH	34046907	34047461
ENSG00000267877	ENST00000601111	RPL13P5	HG344_PATCH	6982553	6993905
ENSG00000267877	ENST00000601842	RPL13P5	HG344_PATCH	6982553	6993905
ENSG00000267877	ENST00000595303	RPL13P5	HG344_PATCH	6982553	6993905
ENSG00000267877	ENST00000594499	RPL13P5	HG344_PATCH	6982553	6993905
ENSG00000267877	ENST00000596167	RPL13P5	HG344_PATCH	6982553	6993905
ENSG00000269361	ENST00000602392	DSTNP2	HG344_PATCH	6993846	6994950
ENSG00000269361	ENST00000601959	DSTNP2	HG344_PATCH	6993846	6994950
ENSG00000272753	ENST00000608922	RP11-285M22.2	HG1591_PATCH	22192652	22194158
ENSG00000272890	ENST00000608618	RP11-846F4.11	HG1591_PATCH	22203742	22205012
ENSG00000268048	ENST00000595037	RP3-461F17.1	HG344_PATCH	7141271	7141561
ENSG00000269322	ENST00000602202	RP3-461F17.2	HG344_PATCH	7150319	7150804
ENSG00000261503	ENST00000607913	CTC-260E6.2	HG730_PATCH	20235248	20236293
ENSG00000261503	ENST00000563982	CTC-260E6.2	HG730_PATCH	20235248	20236293
ENSG00000267584	ENST00000589696	CTC-260E6.9	HG730_PATCH	20242703	20262717
ENSG00000271479	ENST00000605183	CTC-260E6.11	HG730_PATCH	20247742	20248042
ENSG00000267256	ENST00000590975	CTC-260E6.8	HG730_PATCH	20285822	20287872
ENSG00000267464	ENST00000591068	CTC-260E6.7	HG730_PATCH	20317653	20317763
ENSG00000270407	ENST00000604042	CTC-260E6.10	HG730_PATCH	20332678	20333272
ENSG00000268236	ENST00000602196	AC078899.4	HG730_PATCH	20359861	20361104
ENSG00000261228	ENST00000565386	AC078899.1	HG730_PATCH	20368529	20370227
ENSG00000268507	ENST00000601058	AC078899.2	HG730_PATCH	20378626	20379200
ENSG00000267947	ENST00000597094	AC078899.3	HG730_PATCH	20405898	20414603
ENSG00000270536	ENST00000605746	CTC-575C13.2	HG730_PATCH	20434801	20435377
ENSG00000271445	ENST00000603770	CTC-575C13.1	HG730_PATCH	20462311	20462888
ENSG00000268399	ENST00000596361	CTC-513N18.5	HG730_PATCH	20527323	20527878
ENSG00000269284	ENST00000597588	CTC-513N18.3	HG730_PATCH	20554024	20554534
ENSG00000273479	ENST00000609591	AC005795.1	HG1350_HG959_PATCH	42012057	42012803
ENSG00000273280	ENST00000607875	PLEKHA3P1	HG1350_HG959_PATCH	42026948	42027894
ENSG00000267956	ENST00000595027	VN1R78P	HG730_PATCH	20693893	20694456
ENSG00000272816	ENST00000609446	CEACAMP3	HG1350_HG959_PATCH	42105640	42111889
ENSG00000272816	ENST00000609838	CEACAMP3	HG1350_HG959_PATCH	42105640	42111889
ENSG00000273166	ENST00000608311	DNAJC19P2	HG1350_HG959_PATCH	42111246	42111576
ENSG00000273168	ENST00000608776	DNAJC19P3	HG1350_HG959_PATCH	42144474	42144804
ENSG00000273101	ENST00000610084	AC005626.3	HG1350_HG959_PATCH	42145564	42146507
ENSG00000272878	ENST00000609010	AC005794.1	HG1350_HG959_PATCH	42158581	42158868
ENSG00000272616	ENST00000609986	HNRNPA1P52	HG1350_HG959_PATCH	42335597	42336843
ENSG00000271268	ENST00000605454	AC015849.14	HG385_PATCH	34188112	34188585
ENSG00000273158	ENST00000609483	CTD-2575K13.6	HG1350_HG959_PATCH	42414424	42416002
ENSG00000273158	ENST00000609124	CTD-2575K13.6	HG1350_HG959_PATCH	42414424	42416002
ENSG00000271013	ENST00000603850	LRRC37A9P	HG385_PATCH	34239654	34245029
ENSG00000268914	ENST00000594982	HNRNPCP10	HG1459_PATCH	143922495	143923378
ENSG00000269876	ENST00000596704	CYCSP44	HG1459_PATCH	144258299	144258611
ENSG00000268459	ENST00000601868	RP13-150K15.1	HG1459_PATCH	144711933	144714090
ENSG00000270984	ENST00000603225	GS1-115M3.4	HG1459_PATCH	144849810	144850057
ENSG00000268547	ENST00000598705	RP11-183K14.1	HG1459_PATCH	145619250	145619763
ENSG00000269447	ENST00000597604	ELL2P4	HG1459_PATCH	145635443	145637480
ENSG00000268008	ENST00000594994	RP1-203P18.1	HG1459_PATCH	145701312	145702299
ENSG00000268152	ENST00000600550	RP1-73A14.1	HG1459_PATCH	146036790	146036924
ENSG00000271501	ENST00000603321	RP1-73A14.2	HG1459_PATCH	146045891	146046200
ENSG00000269344	ENST00000598680	RP3-433G13.1	HG1459_PATCH	146673327	146673624
ENSG00000269551	ENST00000598130	RP11-434J24.2	HG1459_PATCH	146882720	146883017
ENSG00000271517	ENST00000604778	RP11-434J24.3	HG1459_PATCH	146894448	146894689
ENSG00000269777	ENST00000599364	FTH1P8	HG1459_PATCH	147133950	147134463
ENSG00000269493	ENST00000594281	U40455.1	HG1459_PATCH	147279731	147280595
ENSG00000269142	ENST00000593301	RPL7L1P11	HG1459_PATCH	147546425	147547145
ENSG00000269659	ENST00000600662	AC002523.1	HG1459_PATCH	148138437	148138887
ENSG00000268608	ENST00000599088	IDSP1	HG1459_PATCH	148606723	148607765
ENSG00000261370	ENST00000569325	RPL14P5	HG480_HG481_PATCH	969238	970836
ENSG00000268523	ENST00000599076	RP5-937E21.1	HG1459_PATCH	148730896	148731846
ENSG00000268115	ENST00000601965	RP5-1014O16.9	HG1459_PATCH	148839519	148839617
ENSG00000269398	ENST00000598344	RP5-1014O16.1	HG1459_PATCH	148839743	148840017
ENSG00000268645	ENST00000599288	RP5-1014O16.10	HG1459_PATCH	148842501	148842596
ENSG00000268010	ENST00000597324	TMEM185AP1	HG1459_PATCH	148850619	148853090
ENSG00000268096	ENST00000599025	MAGEA7P	HG1459_PATCH	148889936	148890877
ENSG00000268694	ENST00000593773	DUTP4	HG1459_PATCH	148898892	148899366
ENSG00000269557	ENST00000597460	RP11-49C9.2	HG1459_PATCH	149196100	149198242
ENSG00000268999	ENST00000594713	XRCC6P2	HG1459_PATCH	149312793	149314618
ENSG00000268999	ENST00000598151	XRCC6P2	HG1459_PATCH	149312793	149314618
ENSG00000273169	ENST00000608117	IMMTP1	HG237_PATCH	46095751	46097969
ENSG00000272697	ENST00000608347	KRTAP10-13P	HG237_PATCH	46122102	46122672
ENSG00000269475	ENST00000597568	RP1-14D6.2	HG1497_PATCH	151851499	151852315
ENSG00000268132	ENST00000600609	CSAG4	HG1497_PATCH	151902299	151909457
ENSG00000268132	ENST00000594505	CSAG4	HG1497_PATCH	151902299	151909457
ENSG00000268132	ENST00000593366	CSAG4	HG1497_PATCH	151902299	151909457
ENSG00000269219	ENST00000600024	RP11-316K19.3	HG1459_PATCH	149900475	149900968
ENSG00000267821	ENST00000596994	RPL19P21	HG1459_PATCH	150075223	150075813
ENSG00000268933	ENST00000596264	U82671.8	HG1497_PATCH	152197257	152198918
ENSG00000268990	ENST00000597062	U82670.9	HG1497_PATCH	152220622	152220885
ENSG00000268826	ENST00000596803	LL0XNC01-16G2.1	HG1497_PATCH	152486155	152489158
